Timestamp,Email address,First Name,Last Name,Mobile Number,Nationality,LinkedIn Profile,Please upload your current CV or Resume,"In addition to your data skills, do you have any particular domain expertise?",I'm interested in becoming a,Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQL,BigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],Diagnostic Exam Score: [Programming with Python],Diagnostic Exam Score: [Data Processing with Numpy/Pandas],"Diagnostic Exam Score: [Data Visualization in Python (Matplotlib, Seaborn, Bokeh)]","Diagnostic Exam Score: [Web Scraping (beautiful-soup, scrapy)]","Diagnostic Exam Score: [Web Development (Java, Scala)]","Diagnostic Exam Score: [Database Structures (SQLBigQuery, Mapreduce, Apachebeam, Hadoop, Spark, Kafka, etc.)]","Diagnostic Exam Score: [Data engineering processes (ETL, Cloud)]","Diagnostic Exam Score: [Core machine learning math and stats (ANOVA, linear algebra, gradient descent, time series analysis)]",Diagnostic Exam Score: [Graph and Network Theory],"Diagnostic Exam Score: [Machine Learning Process (Feature Engineering, Cross-validation, Train-Test Split)]",Diagnostic Exam Score: [Supervised Machine Learning],Diagnostic Exam Score: [Unsupervised Machine Learning],Diagnostic Exam Score: [Deep learning (artificial neural networks)],Diagnostic Exam Score: [Geospatial data analysis],Diagnostic Exam Score: [Agile/Scrum],"Diagnostic Exam Score: [Intermediate Excel (INDEX/MATCH, text formulas, pivot tables)]","Diagnostic Exam Score: [Advanced Excel (Macros, VBA)]",Diagnostic Exam Score: [PowerBI],Diagnostic Exam Score: [SQL],Diagnostic Exam Score: [Analytical frameworks],"Diagnostic Exam Score: [Descriptive statistics (Mean/Median/Mode, SD, SE, r, etc.)]",Diagnostic Exam Score: [Making and designing beautiful visuals and slides],Diagnostic Exam Score: [Storytelling and presentation],Diagnostic Exam Score: [Financial analysis],Diagnostic Exam Score: [Project management],What is your highest educational attainment? ,Please list your last degree and the institution in which you obtained it,What is your current job title?,Where are you currently working?,"Do you have other commitments which are similar to mentoring or being an instructor in the field of Data Literacy, Data Analytics, or Data Science?",Which industry does your current company belong to? ,How many years of relevant data related experience do you have? ,Why are you interested in applying to this role?,What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Monday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Tuesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Wednesday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Thursday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Friday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Saturday],What schedule are you available for the next 6 months to teach a class in the Philippine Time zone in [GMT+8]? (Please check all that may apply) [Sunday],How did you learn about this role?,Do you have any questions for us?,Did you have prior Eskwelabs Interactions?,What is your previous interaction with Eskwelabs?,Average Mentor CSAT,Average Instructor CSAT,Red Flags?,Pool Status
44356.92295,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,62.49688789,15.90747076,55.3629567,50.84326286,38.8792791,79.11065083,54.95599355,41.70540426,35.79434407,61.38661625,52.49553004,69.15615511,17.20396816,44.43195987,72.16154251,14.40055678,61.85503725,39.80408828,31.42583556,6.177231758,48.47065033,32.53085753,26.74057872,47.39386646,42.31962348,37.95542104,36.19944609,59.81440023,53.27072119,65.28099626,48.46510991,41.6641013,47.82595595,46.98002017,44.97721699,42.65859143,59.3406779,63.71158534,65.45902473,80.33423548,64.12454907,51.13955749,35.96105333,31.05359908,69.37312444,47.62023785,42.01245964,44.63390324,37.83729109,33.17971567,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)",Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)",Afternoon Shift (1pm to 6pm),redacted,redacted,Yes,redacted,8.97,8.12,No,Active
44356.95589,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,89.82154566,64.52629839,71.29030038,40.39111397,38.21629041,64.3149422,65.4320106,33.68863854,46.6821127,20.99803993,44.03829743,69.80030193,76.41444536,-3.171699164,35.76431927,37.82553602,46.78841841,68.19787269,34.61519054,44.10925758,30.23119124,54.7127975,14.78115298,30.57569295,48.72745625,55.9041286,41.37519193,38.32359767,65.84267267,60.78491281,16.90865737,42.14364714,47.00632834,70.3333817,50.06416505,57.63323259,57.47389169,54.13289614,27.31634033,42.06928008,43.28506192,50.2135206,59.34775418,104.5183289,79.39353635,50.16349428,32.48652578,63.09285656,43.72696919,63.48618199,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",Not available for the whole day,redacted,redacted,Yes,redacted,9.91,9.06,No,Active
44386.06059,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,53.20228157,55.48200449,48.47296221,30.41088798,18.78522955,67.88227732,60.34631011,36.31807783,38.1401931,20.19909909,41.86339919,74.38093862,24.58491233,89.04613145,41.10270411,77.13444838,54.48939453,32.63560556,25.6963642,0.344072178,35.46645665,61.94746258,46.32220069,51.64727991,95.08591003,40.1784744,53.50535895,81.96011962,55.71178828,94.50532806,20.55631027,80.99481743,38.266027,32.85447219,49.27447913,61.59717768,45.62847885,37.2541341,72.6839951,37.06716217,54.10581738,53.66474222,73.6734797,43.74385151,47.12091293,15.38519095,86.84674523,68.80778685,41.18341909,17.53194031,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,5.1,,No,Inactive
44386.30234,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,27.12783655,9.829075023,17.64200338,18.79411183,7.054057627,59.52768388,47.57834059,35.86480323,14.59696182,39.10583392,32.24713118,35.80424319,36.69649757,17.75890745,78.24241983,65.758346,42.63820318,76.81727222,28.80467114,31.04773298,62.05180468,58.27205052,64.91959001,29.87339506,54.64012613,87.69117055,50.84136929,67.08510876,48.29666822,52.75514978,84.45096451,52.65258634,49.88576089,45.1877429,-0.493450657,78.78336613,55.45751419,47.01204148,28.1371021,29.85042648,56.72977811,20.90285217,22.32018614,69.39999961,80.04491535,41.41829175,17.76116263,43.21035919,19.3171198,19.13317871,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.74,,Yes,Active
44386.30831,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,36.69806299,40.22523866,91.11026629,62.56677996,56.4206221,59.32254418,43.16179796,32.89257265,62.96838595,61.6641678,37.21298549,74.9649527,36.58426117,22.62248956,34.76757963,11.02673583,33.59424805,23.7769298,61.94972577,55.44221117,44.83578725,32.24242949,66.74075588,45.34786859,38.6169517,43.06399587,39.91259149,56.05280388,66.43639935,44.39481855,20.24422744,80.23418644,92.61235894,80.84990624,56.08378391,62.74658249,70.02264798,1.870323875,67.84997956,46.28063702,30.19796879,41.74038539,43.99645568,50.91270395,35.90813615,19.81100134,39.12930156,28.6082858,23.37308158,0.237085965,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.19,,No,Active
44386.38248,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,67.60816867,28.56316816,58.23159705,65.6546278,54.28429628,61.28290535,99.6355391,82.31378953,37.27370204,63.81330398,59.293479,65.47652842,14.28373633,56.84091384,30.35738733,71.40488353,12.85997006,36.24046426,76.15656789,41.2854059,69.47554716,68.89621694,27.85700859,26.44212016,60.84458967,15.85328468,60.79637882,58.0245583,46.99213914,34.91594716,54.93202649,67.02115816,30.96990261,47.15966805,105.4041235,22.89180632,37.19371118,51.76183583,45.62539782,52.81477359,65.60442618,72.74490526,54.3003269,64.94471771,48.25445313,41.2994129,56.09527458,72.51583531,47.33897836,67.44669285,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Afternoon Shift (1pm to 6pm),Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.99,,No,Active
44386.63567,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,40.51488284,58.15771808,62.53180695,66.28801647,72.81362125,44.27836314,53.50211589,89.16222585,40.33340575,10.81406002,55.30315935,38.85859011,84.02750894,39.25053689,82.4791588,24.36863108,51.83915612,31.85945102,63.93348108,34.20353975,25.75215205,65.74311875,25.5158927,93.57182475,7.968555819,46.72536729,42.33905164,69.73639116,47.90280229,49.71285355,66.19643531,67.59572754,65.46038819,76.91756817,33.53972382,93.34988268,57.07880415,97.12885937,66.7156992,34.95919017,74.67149536,62.7537192,46.01254272,60.8451801,40.13622207,9.411333791,53.1266703,50.73912081,48.78102774,71.76335799,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.86,,No,Active
44386.70152,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,60.17215536,65.38698285,40.17942151,2.837284041,64.42205293,54.87085209,60.67154232,22.78056642,37.87412453,40.20949224,48.84808504,47.0571257,34.2811926,66.47038856,38.49754168,54.3752955,72.08844892,36.58477295,63.75377792,83.02994961,50.38902462,44.87363594,31.18835934,47.99740979,24.90714628,41.6416002,44.54012027,38.22005482,70.20605836,39.09167539,13.23041744,28.99271109,61.86664502,41.77097205,65.21883019,70.51389524,67.81595148,36.43797777,26.7650486,40.49337094,52.39405795,56.33804437,57.2682417,45.20057883,75.6041732,32.53165972,48.630937,67.64045855,51.48728785,49.2740784,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.09,9.46,No,Active
44386.76662,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,24.37862916,33.0554692,72.0360396,52.02258225,11.24464114,73.12663179,37.11916069,24.12655776,36.48265741,39.62678501,46.19063468,67.1629238,42.43589234,14.39621582,46.56645731,49.52435096,18.50383903,43.15542159,54.28875459,19.90631178,51.0664064,87.10173163,49.84752019,28.93538919,49.2891221,20.40817627,30.77147371,37.17073069,92.67546611,45.32835863,63.28462653,55.71026566,42.59537604,66.95083315,23.92623584,66.9941762,50.57518474,61.89743594,46.02161031,58.50552608,76.07674838,80.09453284,34.25425422,27.42546726,33.07994034,83.09764192,56.90079831,63.58146536,56.2686533,62.87760818,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.08,,No,Inactive
44417.03801,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,58.37468432,19.24508192,25.78200802,15.13377988,54.0259588,32.96694565,37.15979456,66.26574288,61.09945275,19.16413238,57.75370113,39.24453951,56.39353757,21.6394738,60.38286796,54.3788637,37.69426136,33.42484672,36.53302856,58.74264366,37.25397709,70.75604641,48.55071537,58.81258975,61.49194921,37.03340342,69.03244423,38.99504423,14.00119507,47.46017977,44.26387966,46.34688043,46.18286923,48.20742113,70.00505846,81.78397445,47.3427665,40.34631956,38.70936454,77.75178256,27.79510577,30.33582843,34.68817224,51.3964881,38.32926876,73.92837664,49.93352898,30.24473825,66.35141885,59.88404447,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Not available for the whole day,Evening Shift (6pm to 9pm,Not available for the whole day,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)",redacted,redacted,Yes,redacted,8.24,,No,Inactive
44417.35961,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,65.06735776,45.71116302,58.87849786,27.55210747,64.21741953,35.13825176,60.82576095,38.48194784,36.0989925,55.61838091,43.05494203,41.76548582,42.30630129,33.86028405,53.69738439,43.43512849,63.23116727,54.62271795,19.74471654,43.3837575,29.4947377,34.46913364,-11.7411902,59.76163587,53.58348968,38.03356624,73.6150925,69.84040247,53.26681412,46.97824735,33.69207227,34.66126021,70.39083908,78.04336472,34.11118029,70.41148781,62.51562338,58.39046698,41.64344632,53.99673149,66.1477834,35.25266226,58.4156478,37.99620832,95.72045441,31.52126813,70.47758082,64.10311551,83.14252274,68.63639558,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Not available for the whole day,Not available for the whole day,redacted,redacted,Yes,redacted,8.83,,No,Active
44417.44369,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,72.08884597,5.465838699,64.25400867,27.09618447,47.37115005,52.11052802,63.64576613,38.95909041,42.01010925,45.93675317,78.09250842,57.21284271,50.30682152,64.33057406,78.20188681,79.3881893,47.42517476,78.63449671,40.12917907,43.15100391,31.709091,19.74039577,47.95234951,85.71044975,68.1819353,21.1481016,31.26191671,42.62494073,71.03698864,27.30620712,50.1698584,37.29834526,84.50306709,23.57398703,18.92237265,33.60820816,57.146605,39.60113099,52.31623054,50.12017549,62.1197865,-0.476052719,93.40284123,19.70425313,60.18878955,56.14679472,68.65424871,39.54518275,65.44068392,45.19106821,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.91,,No,Inactive
44417.83444,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,-1.563418066,33.4187373,82.73383838,75.5146919,28.24502831,68.40420584,47.84142305,24.55178887,63.3936284,57.76814522,32.39480661,57.19951306,35.27981652,87.04098708,49.94115259,77.35636672,28.27972118,57.63766452,75.67841137,50.82628189,22.65893573,66.13865925,72.16073998,74.12536795,63.17774444,63.37423608,56.15701782,49.88337894,54.20765097,34.35563835,47.88882561,49.57386547,50.50929854,80.25489005,37.38666261,44.23781036,34.86644061,35.84184318,63.56482672,64.89818196,49.61017389,43.02337006,49.32385202,71.95034241,49.17708092,7.117299937,67.74071977,58.45752195,25.06271554,36.12545519,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm)",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.8,9.98,No,Inactive
44417.99356,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,46.74817024,28.9835468,25.08606714,55.33947198,53.79671082,31.97127261,61.41860211,36.59949947,23.00029878,62.33980013,70.69044294,51.95170355,53.91356923,76.93517476,7.360336758,65.97856637,28.86262897,45.67205949,75.70613305,48.37305157,61.03897784,89.19432919,20.15973217,86.10196373,55.17058665,30.59001901,47.98184676,50.65054918,64.982392,61.47564212,81.46106833,52.06703309,61.14213937,28.91418781,47.58584969,31.39194704,65.35047108,24.40697388,54.43526342,35.88264061,46.454492,97.3913379,35.6841693,53.15844627,44.36800718,59.27362734,59.73979743,49.71613225,24.97619841,41.15141278,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Afternoon Shift (1pm to 6pm),Not available for the whole day,Evening Shift (6pm to 9pm,Afternoon Shift (1pm to 6pm),redacted,redacted,Yes,redacted,8.29,6.44,No,Inactive
44448.92499,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,57.83505281,50.5269373,60.92821641,55.62220751,57.42201992,39.62328293,69.10011277,41.50469987,38.06493965,33.03727038,50.28907466,80.86884161,59.34042712,69.54105882,35.11998056,33.50065807,53.03219537,65.43889416,10.32120827,73.74984472,40.93718076,46.43916147,44.32436348,57.33494938,48.82543232,39.10976625,61.14497324,38.93662103,77.89980769,61.79646734,50.9231696,18.89576436,34.28031598,43.88926118,81.03265046,32.70614365,55.44341684,48.58400441,70.42376435,76.61800224,39.8345898,34.0496887,72.92539127,68.82891481,82.04377398,81.90572278,49.85454276,55.26063577,55.04650554,42.89882243,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.44,5.38,No,Active
14/09/2021 19:10:29,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,74.79137929,45.83055322,36.09129958,86.99431727,68.93447618,1.904874201,12.12054422,-11.91140843,77.86588987,46.4215608,42.73520974,44.87332953,90.00553681,33.16810215,26.21904095,45.4996645,65.1600594,55.04033195,60.20852316,47.23624143,67.86222331,63.14741882,74.80553823,62.51583431,53.6520162,30.06255038,52.07483115,53.8309969,50.93138572,57.62073675,60.58396163,56.90890928,58.14058628,25.4486432,80.19880593,25.76630169,71.7697648,52.29757239,34.13572045,5.239905599,52.02591413,42.04365252,40.58472618,93.62057946,87.03052451,45.66351661,63.21311472,46.36093866,53.60958027,49.11053065,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.09,9.63,No,Inactive
15/09/2021 01:14:33,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,37.69690761,37.36478641,42.29655885,65.1681794,62.36479001,42.26583065,40.97988693,47.46754146,64.94014915,11.69005127,72.13436006,47.05549769,65.38074651,15.66894233,37.84287518,22.19402395,57.4961087,37.66058141,35.75440501,57.71804114,29.30151333,72.89820268,51.6485074,63.89703101,83.82455285,51.95938432,27.21093658,8.531098648,40.26195682,18.04417118,54.96891764,39.16011434,41.30985962,65.52417217,26.96799449,60.11886529,15.02881558,13.53630592,72.08955469,66.08829245,31.58433682,80.17952924,59.09198717,52.04167699,35.51289445,78.33511624,59.62767022,38.64981332,54.65204157,63.55298691,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Evening Shift (6pm to 9pm,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.83,,No,Active
15/09/2021 12:14:03,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,70.74202377,37.25276605,50.62673334,60.0459118,58.16474789,28.66835601,71.62587355,28.49478845,43.04566121,67.26409327,49.39609032,90.25868403,49.69437635,64.93725077,54.79317133,65.16557469,53.23852128,70.78016696,68.48797677,61.75403361,60.01373191,36.66463721,59.24390049,82.52299196,21.97962729,39.55363149,27.67539313,64.45365054,28.88108264,40.4598684,65.88202171,40.10632789,7.178722894,25.14990607,50.02942702,56.76740784,64.718486,72.54730215,37.58474302,58.70758513,66.20021448,33.01679434,22.43861687,45.97515272,42.16519848,38.0038814,47.40019656,43.99746375,36.68246784,26.47782657,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Not available for the whole day,Not available for the whole day,Not available for the whole day,Not available for the whole day,Evening Shift (6pm to 9pm,"Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm","Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.96,,No,Active
15/09/2021 13:22:51,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,37.31525174,63.41212004,52.59916841,40.15835515,46.73017543,31.20481746,65.76230985,59.75434769,23.09143722,58.31310134,33.80793861,44.90505933,56.79300307,46.33964542,34.65836509,43.09047661,37.7860622,32.33242401,15.63270212,62.9138495,-3.384542142,79.79663706,95.91243483,31.19231431,34.79222904,52.91911277,66.82195349,34.6247529,74.76493161,39.03356749,55.3939233,36.18525681,67.88100855,13.87665111,67.61824309,84.1998497,59.95798459,55.94634296,45.48344723,36.05525716,34.78793154,53.5719579,50.49957704,19.72917104,56.27440394,57.75135224,40.97146856,52.39833737,56.93936608,51.83638633,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,Evening Shift (6pm to 9pm,"Morning Shift (7am to 12nn), Afternoon Shift (1pm to 6pm), Evening Shift (6pm to 9pm",Not available for the whole day,redacted,redacted,Yes,redacted,9.43,5.87,Yes,Active
15/09/2021 16:54:58,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,58.55000553,35.10527812,80.61825282,71.04556192,41.99050238,44.46967951,27.80082472,89.6079436,49.88972138,15.03002702,30.062215,34.59999933,26.1134582,36.12144573,1.060595058,76.41875742,58.56217232,38.07475825,32.54223646,50.00740382,32.56375605,64.54120699,67.07882542,42.22656871,67.76561938,58.36749135,15.04612549,62.46172079,70.05500528,41.93417504,76.93670084,24.98246152,67.91331893,38.06527291,47.92027638,38.07172362,38.66088694,16.31119795,84.64498814,57.71952396,54.22503612,1.226417402,54.17873419,62.5474403,84.74895128,30.06146032,62.62010845,40.12159774,69.63738448,45.1630489,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Morning Shift (7am to 12nn),Not available for the whole day,Not available for the whole day,Not available for the whole day,redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,8.69,9.52,Yes,Active
15/09/2021 23:36:41,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,64.09468231,21.28447344,51.44430953,50.79818966,84.62307631,59.07973431,60.80473919,71.48087885,93.92285008,76.94812498,73.86732501,79.29832022,30.95027594,36.78601523,34.03009781,37.62774592,37.77472037,68.51025084,45.77487739,20.86958036,55.77459988,65.29767819,65.14046803,49.3924075,-3.859484417,45.28459184,-5.346665876,39.04154291,33.69972642,2.545732114,65.81301507,79.82284834,40.96512329,61.7850207,68.24779499,43.72315017,53.19048075,53.60528156,43.86011859,39.64955446,48.86792643,42.50979011,58.56920848,13.14039512,43.41799625,102.3513607,54.99075669,34.97168359,45.2696,39.6765606,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),Afternoon Shift (1pm to 6pm),redacted,redacted,"No, this is my first time to know about Eskwelabs",redacted,9.24,,No,Inactive
